id,"measure","response",year,"organisation","group",score
30811,"B39","D",2013,"HMCPSI","A",22
30812,"B39","SD",2013,"HMCPSI","A",17
30813,"B40","SA",2013,"HMCPSI","A",4
30814,"B40","A",2013,"HMCPSI","A",30
30815,"B40","N",2013,"HMCPSI","A",26
30816,"B40","D",2013,"HMCPSI","A",9
30817,"B40","SD",2013,"HMCPSI","A",30
30818,"B41","SA",2013,"HMCPSI","A",9
30819,"B41","A",2013,"HMCPSI","A",43
30820,"B41","N",2013,"HMCPSI","A",17
30821,"B41","D",2013,"HMCPSI","A",22
30822,"B41","SD",2013,"HMCPSI","A",9
30823,"B42","SA",2013,"HMCPSI","A",9
30824,"B42","A",2013,"HMCPSI","A",35
30825,"B42","N",2013,"HMCPSI","A",30
30826,"B42","D",2013,"HMCPSI","A",13
30827,"B42","SD",2013,"HMCPSI","A",13
30828,"B43","SA",2013,"HMCPSI","A",4
30829,"B43","A",2013,"HMCPSI","A",30
30830,"B43","N",2013,"HMCPSI","A",26
30831,"B43","D",2013,"HMCPSI","A",17
30832,"B43","SD",2013,"HMCPSI","A",22
30833,"B44","SA",2013,"HMCPSI","A",9
30834,"B44","A",2013,"HMCPSI","A",30
30835,"B44","N",2013,"HMCPSI","A",26
30836,"B44","D",2013,"HMCPSI","A",9
30837,"B44","SD",2013,"HMCPSI","A",26
30838,"B45","SA",2013,"HMCPSI","A",9
30839,"B45","A",2013,"HMCPSI","A",30
30840,"B45","N",2013,"HMCPSI","A",30
30841,"B45","D",2013,"HMCPSI","A",9
30842,"B45","SD",2013,"HMCPSI","A",22
30843,"B46","SA",2013,"HMCPSI","A",9
30844,"B46","A",2013,"HMCPSI","A",13
30845,"B46","N",2013,"HMCPSI","A",52
30846,"B46","D",2013,"HMCPSI","A",17
30847,"B46","SD",2013,"HMCPSI","A",9
30848,"B47","SA",2013,"HMCPSI","A",13
30849,"B47","A",2013,"HMCPSI","A",43
30850,"B47","N",2013,"HMCPSI","A",30
30851,"B47","D",2013,"HMCPSI","A",4
30852,"B47","SD",2013,"HMCPSI","A",9
30853,"B48","SA",2013,"HMCPSI","A",9
30854,"B48","A",2013,"HMCPSI","A",48
30855,"B48","N",2013,"HMCPSI","A",22
30856,"B48","D",2013,"HMCPSI","A",9
30857,"B48","SD",2013,"HMCPSI","A",13
30858,"B49","SA",2013,"HMCPSI","A",9
30859,"B49","A",2013,"HMCPSI","A",22
30860,"B49","N",2013,"HMCPSI","A",39
30861,"B49","D",2013,"HMCPSI","A",9
30862,"B49","SD",2013,"HMCPSI","A",22
30863,"B50","SA",2013,"HMCPSI","A",9
30864,"B50","A",2013,"HMCPSI","A",30
30865,"B50","N",2013,"HMCPSI","A",35
30866,"B50","D",2013,"HMCPSI","A",13
30867,"B50","SD",2013,"HMCPSI","A",13
30868,"B51","SA",2013,"HMCPSI","A",9
30869,"B51","A",2013,"HMCPSI","A",26
30870,"B51","N",2013,"HMCPSI","A",22
30871,"B51","D",2013,"HMCPSI","A",22
30872,"B51","SD",2013,"HMCPSI","A",22
30873,"B52","SA",2013,"HMCPSI","A",9
30874,"B52","A",2013,"HMCPSI","A",30
30875,"B52","N",2013,"HMCPSI","A",30
30876,"B52","D",2013,"HMCPSI","A",13
30877,"B52","SD",2013,"HMCPSI","A",17
30878,"B53","SA",2013,"HMCPSI","A",9
30879,"B53","A",2013,"HMCPSI","A",30
30880,"B53","N",2013,"HMCPSI","A",30
30881,"B53","D",2013,"HMCPSI","A",9
30882,"B53","SD",2013,"HMCPSI","A",22
30883,"B54","SA",2013,"HMCPSI","A",9
30884,"B54","A",2013,"HMCPSI","A",30
30885,"B54","N",2013,"HMCPSI","A",30
30886,"B54","D",2013,"HMCPSI","A",9
30887,"B54","SD",2013,"HMCPSI","A",22
30888,"B55","SA",2013,"HMCPSI","A",13
30889,"B55","A",2013,"HMCPSI","A",30
30890,"B55","N",2013,"HMCPSI","A",35
30891,"B55","D",2013,"HMCPSI","A",9
30892,"B55","SD",2013,"HMCPSI","A",13
30893,"B56","SA",2013,"HMCPSI","A",13
30894,"B56","A",2013,"HMCPSI","A",43
30895,"B56","N",2013,"HMCPSI","A",26
30896,"B56","D",2013,"HMCPSI","A",4
30897,"B56","SD",2013,"HMCPSI","A",13
30898,"B57","SA",2013,"HMCPSI","A",13
30899,"B57","A",2013,"HMCPSI","A",26
30900,"B57","N",2013,"HMCPSI","A",30
30901,"B57","D",2013,"HMCPSI","A",13
30902,"B57","SD",2013,"HMCPSI","A",17
30903,"B58","SA",2013,"HMCPSI","A",26
30904,"B58","A",2013,"HMCPSI","A",43
30905,"B58","N",2013,"HMCPSI","A",9
30906,"B58","D",2013,"HMCPSI","A",13
30907,"B58","SD",2013,"HMCPSI","A",9
30908,"B59","SA",2013,"HMCPSI","A",13
30909,"B59","A",2013,"HMCPSI","A",30
30910,"B59","N",2013,"HMCPSI","A",26
30911,"B59","D",2013,"HMCPSI","A",22
30912,"B59","SD",2013,"HMCPSI","A",9
30913,"B60","SA",2013,"HMCPSI","A",18
30914,"B60","A",2013,"HMCPSI","A",50
30915,"B60","N",2013,"HMCPSI","A",23
30916,"B60","D",2013,"HMCPSI","A",5
30917,"B60","SD",2013,"HMCPSI","A",5
30918,"B61","SA",2013,"HMCPSI","A",18
30919,"B61","A",2013,"HMCPSI","A",50
30920,"B61","N",2013,"HMCPSI","A",27
30921,"B61","D",2013,"HMCPSI","A",0
30922,"B61","SD",2013,"HMCPSI","A",5
30923,"B62","SA",2013,"HMCPSI","A",22
30924,"B62","A",2013,"HMCPSI","A",48
30925,"B62","N",2013,"HMCPSI","A",22
30926,"B62","D",2013,"HMCPSI","A",4
30927,"B62","SD",2013,"HMCPSI","A",4
30928,"W01","4",2013,"HMCPSI","A",23
30929,"W01","56",2013,"HMCPSI","A",32
30930,"W01","78",2013,"HMCPSI","A",32
30931,"W01","910",2013,"HMCPSI","A",14
30932,"W02","4",2013,"HMCPSI","A",10
30933,"W02","56",2013,"HMCPSI","A",43
30934,"W02","78",2013,"HMCPSI","A",29
30935,"W02","910",2013,"HMCPSI","A",19
30936,"W03","4",2013,"HMCPSI","A",14
30937,"W03","56",2013,"HMCPSI","A",38
30938,"W03","78",2013,"HMCPSI","A",29
30939,"W03","910",2013,"HMCPSI","A",19
30940,"W04","1",2013,"HMCPSI","A",24
30941,"W04","23",2013,"HMCPSI","A",24
30942,"W04","45",2013,"HMCPSI","A",29
30943,"W04","610",2013,"HMCPSI","A",24
30944,"C01","0",2013,"HMCPSI","A",35
30945,"C01","1",2013,"HMCPSI","A",13
30946,"C01","2",2013,"HMCPSI","A",35
30947,"C01","3",2013,"HMCPSI","A",17
30948,"D01","Y",2013,"HMCPSI","A",96
30949,"D01","N",2013,"HMCPSI","A",4
30950,"D02","Y",2013,"HMCPSI","A",87
30951,"D02","N",2013,"HMCPSI","A",13
30952,"D03","Y",2013,"HMCPSI","A",78
30953,"D03","N",2013,"HMCPSI","A",22
30954,"E01","Y",2013,"HMCPSI","A",5
30955,"E01","N",2013,"HMCPSI","A",82
30956,"E01","S",2013,"HMCPSI","A",14
30957,"E01","Y",2013,"CSx","A",10
30958,"E01","N",2013,"CSx","A",81
30959,"E01","S",2013,"CSx","A",8
30960,"E03","Y",2013,"HMCPSI","A",4
30961,"E03","N",2013,"HMCPSI","A",91
30962,"E03","S",2013,"HMCPSI","A",4
30963,"E03","Y",2013,"CSx","A",10
30964,"E03","N",2013,"CSx","A",83
30965,"E03","S",2013,"CSx","A",7
30966,"C01","0",2013,"TSOL","A",5
30967,"C01","1",2013,"TSOL","A",11
30968,"C01","2",2013,"TSOL","A",40
30969,"C01","3",2013,"TSOL","A",44
30970,"EEI","P",2013,"CSx","A",58
30971,"MW","P",2013,"CSx","A",74
30972,"OP","P",2013,"CSx","A",82
30973,"LM","P",2013,"CSx","A",67
30974,"MT","P",2013,"CSx","A",79
30975,"LD","P",2013,"CSx","A",47
30976,"IF","P",2013,"CSx","A",74
30977,"RW","P",2013,"CSx","A",74
30978,"PB","P",2013,"CSx","A",29
30979,"LC","P",2013,"CSx","A",42
30980,"B01","P",2013,"CSx","A",89
30981,"B02","P",2013,"CSx","A",78
30982,"B03","P",2013,"CSx","A",75
30983,"B04","P",2013,"CSx","A",54
30984,"B05","P",2013,"CSx","A",72
30985,"B06","P",2013,"CSx","A",85
30986,"B07","P",2013,"CSx","A",80
30987,"B08","P",2013,"CSx","A",83
30988,"B09","P",2013,"CSx","A",65
30989,"B10","P",2013,"CSx","A",80
30990,"B11","P",2013,"CSx","A",79
30991,"B12","P",2013,"CSx","A",62
30992,"B13","P",2013,"CSx","A",71
30993,"B14","P",2013,"CSx","A",77
30994,"B15","P",2013,"CSx","A",64
30995,"B16","P",2013,"CSx","A",60
30996,"B17","P",2013,"CSx","A",63
30997,"B18","P",2013,"CSx","A",38
30998,"B19","P",2013,"CSx","A",84
30999,"B20","P",2013,"CSx","A",80
31000,"B21","P",2013,"CSx","A",73
31001,"B22","P",2013,"CSx","A",61
31002,"B23","P",2013,"CSx","A",48
31003,"B24","P",2013,"CSx","A",38
31004,"B25","P",2013,"CSx","A",42
31005,"B26","P",2013,"CSx","A",78
31006,"B27","P",2013,"CSx","A",84
31007,"B28","P",2013,"CSx","A",63
31008,"B29","P",2013,"CSx","A",72
31009,"B30","P",2013,"CSx","A",83
31010,"B31","P",2013,"CSx","A",69
31011,"B32","P",2013,"CSx","A",75
31012,"B33","P",2013,"CSx","A",88
31013,"B34","P",2013,"CSx","A",71
31014,"B35","P",2013,"CSx","A",60
31015,"B36","P",2013,"CSx","A",68
31016,"B37","P",2013,"CSx","A",29
31017,"B38","P",2013,"CSx","A",32
31018,"B39","P",2013,"CSx","A",25
31019,"B40","P",2013,"CSx","A",43
31020,"B41","P",2013,"CSx","A",51
31021,"B42","P",2013,"CSx","A",43
31022,"B43","P",2013,"CSx","A",42
31023,"B44","P",2013,"CSx","A",41
31024,"B45","P",2013,"CSx","A",29
31025,"B46","P",2013,"CSx","A",27
31026,"B47","P",2013,"CSx","A",58
31027,"B48","P",2013,"CSx","A",36
31028,"B49","P",2013,"CSx","A",38
31029,"B50","P",2013,"CSx","A",56
31030,"B51","P",2013,"CSx","A",45
31031,"B52","P",2013,"CSx","A",46
31032,"B53","P",2013,"CSx","A",43
31033,"B54","P",2013,"CSx","A",40
31034,"B55","P",2013,"CSx","A",43
31035,"B56","P",2013,"CSx","A",54
31036,"B57","P",2013,"CSx","A",33
31037,"B58","P",2013,"CSx","A",88
31038,"B59","P",2013,"CSx","A",67
31039,"B60","P",2013,"CSx","A",65
31040,"B61","P",2013,"CSx","A",67
31041,"B62","P",2013,"CSx","A",76
31042,"C01","0",2013,"CSx","A",8
31043,"C01","1",2013,"CSx","A",13
31044,"C01","2",2013,"CSx","A",30
31045,"C01","3",2013,"CSx","A",48
31046,"D01","P",2013,"CSx","A",89
31047,"D02","P",2013,"CSx","A",64
31048,"D03","P",2013,"CSx","A",67
31049,"W01","P",2013,"CSx","A",63
31050,"W02","P",2013,"CSx","A",69
31051,"W03","P",2013,"CSx","A",60
31052,"W04","P",2013,"CSx","A",50
31053,"B51","P",2009,"CPS","A",40
31054,"B50","P",2009,"CPS","A",51
31055,"B49","P",2009,"CPS","A",26
31056,"B48","P",2009,"CPS","A",24
31057,"B47","P",2009,"CPS","A",41
31058,"B46","P",2009,"CPS","A",18
31059,"B45","P",2009,"CPS","A",21
31060,"B44","P",2009,"CPS","A",31
31061,"B43","P",2009,"CPS","A",36
31062,"B42","P",2009,"CPS","A",37
31063,"B41","P",2009,"CPS","A",35
31064,"B40","P",2009,"CPS","A",32
31065,"B39","P",2009,"CPS","A",38
31066,"B38","P",2009,"CPS","A",45
31067,"B37","P",2009,"CPS","A",38
31068,"B36","P",2009,"CPS","A",56
31069,"B35","P",2009,"CPS","A",47
31070,"B34","P",2009,"CPS","A",60
31071,"B33","P",2009,"CPS","A",88
31072,"B32","P",2009,"CPS","A",70
31073,"B31","P",2009,"CPS","A",56
31074,"B30","P",2009,"CPS","A",82
31075,"B29","P",2009,"CPS","A",67
31076,"B28","P",2009,"CPS","A",51
31077,"B27","P",2009,"CPS","A",79
31078,"B26","P",2009,"CPS","A",71
31079,"B25","P",2009,"CPS","A",40
31080,"B24","P",2009,"CPS","A",37
31081,"B23","P",2009,"CPS","A",50
31082,"B22","P",2009,"CPS","A",59
31083,"B21","P",2009,"CPS","A",54
31084,"B20","P",2009,"CPS","A",68
31085,"B19","P",2009,"CPS","A",76
31086,"B18","P",2009,"CPS","A",30
31087,"B17","P",2009,"CPS","A",55
31088,"B16","P",2009,"CPS","A",49
31089,"B15","P",2009,"CPS","A",52
31090,"B14","P",2009,"CPS","A",66
31091,"B13","P",2009,"CPS","A",60
31092,"B12","P",2009,"CPS","A",55
31093,"B11","P",2009,"CPS","A",67
31094,"B10","P",2009,"CPS","A",66
31095,"B09","P",2009,"CPS","A",52
31096,"B08","P",2009,"CPS","A",85
31097,"B07","P",2009,"CPS","A",83
31098,"B06","P",2009,"CPS","A",88
31099,"B05","P",2009,"CPS","A",55
31100,"B04","P",2009,"CPS","A",44
31101,"B03","P",2009,"CPS","A",74
31102,"B02","P",2009,"CPS","A",76
31103,"B01","P",2009,"CPS","A",92
31104,"LC","P",2009,"CPS","A",30
31105,"PB","P",2009,"CPS","A",40
31106,"RW","P",2009,"CPS","A",66
31107,"IF","P",2009,"CPS","A",67
31108,"LD","P",2009,"CPS","A",47
31109,"MT","P",2009,"CPS","A",66
31110,"LM","P",2009,"CPS","A",55
31111,"OP","P",2009,"CPS","A",85
31112,"MW","P",2009,"CPS","A",68
31113,"EEI","P",2009,"CPS","A",56
31114,"E03","P",2009,"AGO","A",11
31115,"E01","P",2009,"AGO","A",4
31116,"D03","P",2009,"AGO","A",77
31117,"D02","P",2009,"AGO","A",62
31118,"D01","P",2009,"AGO","A",96
31119,"B56","P",2009,"AGO","A",73
31120,"B55","P",2009,"AGO","A",69
31121,"B54","P",2009,"AGO","A",60
31122,"B53","P",2009,"AGO","A",71
31123,"B52","P",2009,"AGO","A",73
31124,"B51","P",2009,"AGO","A",76
31125,"B50","P",2009,"AGO","A",84
31126,"B49","P",2009,"AGO","A",61
31127,"B48","P",2009,"AGO","A",59
31128,"B47","P",2009,"AGO","A",64
31129,"B46","P",2009,"AGO","A",52
31130,"B45","P",2009,"AGO","A",51
31131,"B44","P",2009,"AGO","A",70
31132,"B43","P",2009,"AGO","A",41
31133,"B42","P",2009,"AGO","A",75
31134,"B41","P",2009,"AGO","A",76
31135,"B40","P",2009,"AGO","A",64
31136,"B39","P",2009,"AGO","A",49
31137,"B38","P",2009,"AGO","A",53
31138,"B37","P",2009,"AGO","A",51
31139,"B36","P",2009,"AGO","A",64
31140,"B35","P",2009,"AGO","A",60
31141,"B34","P",2009,"AGO","A",71
31142,"B33","P",2009,"AGO","A",87
31143,"B32","P",2009,"AGO","A",80
31144,"B31","P",2009,"AGO","A",78
31145,"B30","P",2009,"AGO","A",80
31146,"B29","P",2009,"AGO","A",80
31147,"B28","P",2009,"AGO","A",84
31148,"B27","P",2009,"AGO","A",91
31149,"B26","P",2009,"AGO","A",93
31150,"B25","P",2009,"AGO","A",59
31151,"B24","P",2009,"AGO","A",50
31152,"B23","P",2009,"AGO","A",64
31153,"B22","P",2009,"AGO","A",58
31154,"B21","P",2009,"AGO","A",84
31155,"B20","P",2009,"AGO","A",88
31156,"B19","P",2009,"AGO","A",90
31157,"B18","P",2009,"AGO","A",60
31158,"B17","P",2009,"AGO","A",82
31159,"B16","P",2009,"AGO","A",66
31160,"B15","P",2009,"AGO","A",77
31161,"B14","P",2009,"AGO","A",95
31162,"B13","P",2009,"AGO","A",91
31163,"B12","P",2009,"AGO","A",86
31164,"B11","P",2009,"AGO","A",95
31165,"B10","P",2009,"AGO","A",89
31166,"B09","P",2009,"AGO","A",84
31167,"B08","P",2009,"AGO","A",88
31168,"B07","P",2009,"AGO","A",73
31169,"B06","P",2009,"AGO","A",80
31170,"B05","P",2009,"AGO","A",91
31171,"B04","P",2009,"AGO","A",71
31172,"B03","P",2009,"AGO","A",89
31173,"B02","P",2009,"AGO","A",87
31174,"B01","P",2009,"AGO","A",98
31175,"LC","P",2009,"AGO","A",61
31176,"PB","P",2009,"AGO","A",51
31177,"RW","P",2009,"AGO","A",74
31178,"IF","P",2009,"AGO","A",87
31179,"LD","P",2009,"AGO","A",57
31180,"MT","P",2009,"AGO","A",88
31181,"LM","P",2009,"AGO","A",83
31182,"OP","P",2009,"AGO","A",81
31183,"MW","P",2009,"AGO","A",87
31184,"EEI","P",2009,"AGO","A",72
31185,"E03","P",2009,"CS","A",10
31186,"E01","P",2009,"CS","A",10
31187,"D03","P",2009,"CS","A",58
31188,"D02","P",2009,"CS","A",44
31189,"D01","P",2009,"CS","A",75
31190,"B56","P",2009,"CS","A",45
31191,"B55","P",2009,"CS","A",37
31192,"B54","P",2009,"CS","A",38
31193,"B53","P",2009,"CS","A",40
31194,"B52","P",2009,"CS","A",45
31195,"B51","P",2009,"CS","A",48
31196,"B50","P",2009,"CS","A",56
31197,"B49","P",2009,"CS","A",39
31198,"B48","P",2009,"CS","A",34
31199,"B47","P",2009,"CS","A",56
31200,"B46","P",2009,"CS","A",25
31201,"B45","P",2009,"CS","A",27
31202,"B44","P",2009,"CS","A",36
31203,"B43","P",2009,"CS","A",36
31204,"B42","P",2009,"CS","A",39
31205,"B41","P",2009,"CS","A",45
31206,"B40","P",2009,"CS","A",40
31207,"B39","P",2009,"CS","A",33
31208,"B38","P",2009,"CS","A",44
31209,"B37","P",2009,"CS","A",36
31210,"B36","P",2009,"CS","A",68
31211,"B35","P",2009,"CS","A",60
31212,"B34","P",2009,"CS","A",72
31213,"B33","P",2009,"CS","A",87
31214,"B32","P",2009,"CS","A",72
31215,"B31","P",2009,"CS","A",63
31216,"B30","P",2009,"CS","A",81
31217,"B29","P",2009,"CS","A",71
31218,"B28","P",2009,"CS","A",62
31219,"B27","P",2009,"CS","A",85
31220,"B26","P",2009,"CS","A",79
31221,"B25","P",2009,"CS","A",44
31222,"B24","P",2009,"CS","A",39
31223,"B23","P",2009,"CS","A",51
31224,"B22","P",2009,"CS","A",63
31225,"B21","P",2009,"CS","A",68
31226,"B20","P",2009,"CS","A",79
